"","fid","full_id","osm_id","osm_type","lit","natural","circumf","species","height","leaf_cyc","leaf_typ","denot","hwy_x","lamp_mnt","mat_x","power","lamp_typ","hwy_y","stop","direct","mat_y","trfc_clm","trfc_sig_dir","noexit","crs_mrk","gate_typ","name_en","addr_strt","addr_pstc","addr_hsnm","slpd_curb","kerb","lift_gt_typ","crssng","btn_oprtd","amenity","entrance","bus","pub_trns","name","rlwy","acc","barrier","trfc_sig","hwy","mot_veh","horse","foot","oneway","surface","bike","covered","embnkmt","brdg_nam","trl_vis","mtb_uphl","mtb_scl","incline","golf","width","segrgtd","footway","tunnel","layer","bridge","service","cnstrct","lns_fwd","lns_bkwd","hgv","junction","alt_nam","ln_mrk","veh","sdwlk","psv","lanes","maxspd","loc_nam","wkt_geom"
"198",3561,"n4312195434",4312195434,"node",NA,"tree",NA,NA,"7",NA,"needleleaved","urban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6585929, 52.0990889)
"199",763,"n4312444889",4312444889,"node",NA,NA,NA,NA,NA,NA,NA,NA,"street_lamp",NA,NA,"pole","electric",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6586117, 52.1001513)
"200",3569,"n4312195443",4312195443,"node",NA,"tree",NA,NA,"8",NA,"needleleaved","urban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6586247, 52.0992834)
"201",3570,"n4312195444",4312195444,"node",NA,"tree",NA,NA,"7",NA,"needleleaved","urban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6587415, 52.099269)
"202",3559,"n4312195432",4312195432,"node",NA,"tree",NA,NA,"8",NA,"needleleaved","urban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6587887, 52.0990774)
"203",3568,"n4312195442",4312195442,"node",NA,"tree",NA,NA,"3",NA,"broadleaved","urban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6588396, 52.0993307)
"204",3564,"n4312195437",4312195437,"node",NA,"tree",NA,NA,"4",NA,"broadleaved","urban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6588699, 52.0990424)
"205",3560,"n4312195433",4312195433,"node",NA,"tree",NA,NA,"7",NA,"needleleaved","urban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6589335, 52.0991037)
"206",3567,"n4312195441",4312195441,"node",NA,"tree",NA,NA,"7",NA,"broadleaved","urban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6589937, 52.0993049)
"207",3563,"n4312195436",4312195436,"node",NA,"tree",NA,NA,"8",NA,"needleleaved","urban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.659003, 52.0990668)
"208",778,"n4312445043",4312445043,"node",NA,NA,NA,NA,NA,NA,NA,NA,"street_lamp",NA,NA,NA,"electric",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6590085, 52.0981778)
"209",3562,"n4312195435",4312195435,"node",NA,"tree",NA,NA,"8",NA,"needleleaved","urban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.659045, 52.0991026)
"210",3565,"n4312195438",4312195438,"node",NA,"tree",NA,NA,"3",NA,"broadleaved","urban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6591828, 52.0992188)
"211",3566,"n4312195440",4312195440,"node",NA,"tree",NA,NA,"7",NA,"broadleaved","urban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6591898, 52.0992991)
"212",764,"n4312444890",4312444890,"node",NA,NA,NA,NA,NA,NA,NA,NA,"street_lamp",NA,NA,"pole","electric",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6592017, 52.1001513)
"213",765,"n4312444891",4312444891,"node",NA,NA,NA,NA,NA,NA,NA,NA,"street_lamp",NA,NA,"pole","electric",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6597039, 52.1001494)
"214",775,"n4312445000",4312445000,"node",NA,NA,NA,NA,NA,NA,NA,NA,"street_lamp",NA,NA,NA,"electric",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6597154, 52.0980263)
"215",771,"n4312444990",4312444990,"node",NA,NA,NA,NA,NA,NA,NA,NA,"street_lamp",NA,NA,NA,"electric",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.66, 52.0983197)
"216",766,"n4312444892",4312444892,"node",NA,NA,NA,NA,NA,NA,NA,NA,"street_lamp",NA,NA,"pole","electric",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6601691, 52.1001484)
"217",772,"n4312444991",4312444991,"node",NA,NA,NA,NA,NA,NA,NA,NA,"street_lamp",NA,NA,NA,"electric",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6604106, 52.098808)
"218",767,"n4312444893",4312444893,"node",NA,NA,NA,NA,NA,NA,NA,NA,"street_lamp",NA,NA,"pole","electric",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6606536, 52.1001489)
"219",773,"n4312444992",4312444992,"node",NA,NA,NA,NA,NA,NA,NA,NA,"street_lamp",NA,NA,NA,"electric",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6606789, 52.0992962)
"220",774,"n4312444993",4312444993,"node",NA,NA,NA,NA,NA,NA,NA,NA,"street_lamp",NA,NA,NA,"electric",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6609229, 52.0998032)
"221",768,"n4312444896",4312444896,"node",NA,NA,NA,NA,NA,NA,NA,NA,"street_lamp",NA,NA,"pole","electric",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.661084, 52.1001503)
"222",769,"n4312444897",4312444897,"node",NA,NA,NA,NA,NA,NA,NA,NA,"street_lamp",NA,NA,"pole","electric",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6615231, 52.1001478)
"223",770,"n4312444898",4312444898,"node",NA,NA,NA,NA,NA,NA,NA,NA,"street_lamp",NA,NA,"pole","electric",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6620658, 52.1001466)
"224",758,"n4310818233",4310818233,"node",NA,NA,NA,NA,NA,NA,NA,NA,"street_lamp",NA,NA,"pole","electric",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6625999, 52.0955985)
"225",1590,"w609279816",609279816,"way",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA,NA,NA,"grass",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6456698, -106.6465132, 52.098846, 52.0988489)
"226",977,"w429291664",429291664,"way",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6463663, -106.6461937, 52.0928978, 52.0929177)
"227",963,"w428904374",428904374,"way",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6463924, -106.6463952, 52.0895274, 52.090031)
"228",962,"w428904372",428904372,"way",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6463952, -106.6463939, -106.6463824, -106.6463429, -106.6463432, -106.6463442, -106.6462867, -106.6462244, -106.6462942, -106.6463324, -106.646364, -106.6463811, -106.6463758, -106.6463658, -106.6463618, -106.6463426, -106.6463374, -106.6463347, -106.6463584, -106.6463663, -106.6464418, -106.6465736, -106.6466763, -106.6466809, -106.6466849, -106.6466854, -106.6466612, -106.6466476, -106.6466399, -106.6466402, -106.6466705, -106.6467242, -106.647287, -106.6475111, -106.6476092, -106.6478824, 
-106.6479338, -106.6479595, -106.6479711, -106.6479735, -106.6480108, -106.6480762, -106.6481836, -106.650117, -106.650159, -106.650173, -106.650173, -106.650173, -106.6501333, -106.650075, -106.6472881, -106.6467502, -106.6466854, 52.090031, 52.090256, 52.0902671, 52.0902841, 52.0903269, 52.0903981, 52.0904343, 52.0904717, 52.0905203, 52.0905615, 52.0906141, 52.0906756, 52.0912025, 52.0919456, 52.0923551, 52.0923914, 52.0924671, 52.0925548, 52.0925839, 52.0928978, 52.0928973, 52.0928964, 52.0928955, 
52.0929784, 52.0930324, 52.0930386, 52.0930571, 52.0930804, 52.0951368, 52.0951808, 52.0952037, 52.0952166, 52.0952194, 52.0952206, 52.0952238, 52.0952453, 52.0952394, 52.0952253, 52.0951994, 52.0939141, 52.0938381, 52.0937879, 52.0937663, 52.0937735, 52.0937592, 52.0937233, 52.093389, 52.0931093, 52.0930562, 52.0930404, 52.0930359, 52.093038, 52.0930386)
"229",1040,"w431746230",431746230,"way",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6466432, -106.6466424, -106.6466391, -106.6465219, -106.646405, 52.1003122, 52.1002801, 52.1001332, 52.1001314, 52.1001315)
"230",1041,"w431857949",431857949,"way",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6466443, -106.6466646, -106.6466613, -106.6465228, -106.6464167, 52.0973789, 52.0973441, 52.0972457, 52.0972451, 52.0972451)
"231",1038,"w431277995",431277995,"way",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6466464, -106.646624, -106.6466321, -106.6466443, 52.098705, 52.0986763, 52.0973951, 52.0973789)
"232",992,"w430075468",430075468,"way",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6466505, -106.6465611, -106.646462, -106.6462263, -106.6461528, 52.0952115, 52.0952126, 52.095212, 52.0952098, 52.095209)
"233",991,"w430075467",430075467,"way",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6466705, -106.6466505, -106.6466514, -106.6466499, 52.0952037, 52.0952115, 52.0953354, 52.095415)
"234",1029,"w431275426",431275426,"way",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6479334, -106.6479497, -106.6479507, -106.6479288, -106.6478857, -106.6472779, -106.6467076, -106.6466845, -106.6466606, -106.6466391, -106.6466302, -106.6466198, -106.646635, 52.0988357, 52.0988626, 52.1001192, 52.1001465, 52.100159, 52.1001591, 52.1001591, 52.1001562, 52.1001479, 52.1001332, 52.1001206, 52.0988498, 52.0988355)
"235",1039,"w431277996",431277996,"way",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6479514, -106.6479595, -106.6479554, -106.6479372, 52.0973864, 52.0974163, 52.098675, 52.0986975)
"236",1021,"w431275412",431275412,"way",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6481862, -106.6481638, -106.648172, -106.6481842, 52.0986969, 52.0986681, 52.0973994, 52.0973844)
"237",1020,"w431042979",431042979,"way",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6487964, -106.6480487, -106.6479365, -106.6479112, -106.647287, -106.6466845, -106.6466499, -106.6466308, -106.6466389, -106.6466613, -106.646703, -106.6472866, -106.6479075, -106.6479477, -106.647959, -106.647966, -106.6479607, -106.6479365, 52.0955746, 52.0954128, 52.0954023, 52.0953969, 52.0953947, 52.0953926, 52.095415, 52.0954519, 52.0972162, 52.0972457, 52.0972526, 52.0972541, 52.0972556, 52.097242, 52.0972159, 52.0954252, 52.0954078, 52.0954023)
"238",1027,"w431275423",431275423,"way",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6488315, -106.6494845, -106.64951, -106.6495147, -106.6495095, -106.6494904, -106.6494379, -106.6488394, -106.6482258, -106.6481796, -106.6481586, -106.648153, -106.6481709, 52.0988297, 52.0988331, 52.0988492, 52.0988693, 52.1001198, 52.1001464, 52.1001597, 52.1001591, 52.1001585, 52.1001506, 52.1001227, 52.0988502, 52.0988323)
"239",1019,"w431042978",431042978,"way",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6489792, -106.6487964, 52.0956224, 52.0955746)
"240",1022,"w431275413",431275413,"way",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footway",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-106.6494912, -106.6494993, -106.6495054, -106.6494892, 52.0973782, 52.0974082, 52.0986681, 52.0986906)
